Tweet-text,Uniqueness
"86. his brother's shoulders, throwing a wink at Taehyung who chuckled. 

Jungkook smirked and playfully pinched his brother on the arm. 

""Atleast I have a boyfriend unlike you who is still crushing helplessly~"" Jungkook teased him and dodged the playful slap he was about to-",True
"The most dangerous people are not dangerous people ,it's the people trying to prove that they dangerous people. People like you who want acceptance but ain't really evil. 

Stay strong be different!!!",True
@10kTakes_ Zimmer drafted and made you who you are now! The offensive coordinators coached Rudy!,True
"Sometimes you plant seeds carefully and with intention but don’t get to watch them grow. Yet they become a beautiful and rich garden from which others reap the bounty. There is value in the sowing, even if no one remembers it was you who dreamed the garden into the dirt.",True
@Cryptic_Miind Haha! Nice try but everyone with a functioning brain here knows he clearly knows  his subject unlike you trying to score points by twisting facts. Cryptic mind alright...It's you who is every bit fake,True
"@mileslunn @bachausProtonm1 @NoGunsInCanada I always do learn from them.

Unlike you who have nothing of importance to offer.",True
"@TeslaAIBot @Sangram2sahu Humans is known among people, he forgets everything, you who are a robot, why did you forget ??😉🙃 https://t.co/MEs6Bbt2hh",True
"@I_willy_5 The difference with sports is statistics. Numbers will show you who the better player is. Even tho artist have numbers too, music is more subjective",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year holaescam 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/F5kgKEWfaM https://t.co/jeX8Nwn5iU",True
"i want you, who doesn’t care about any stares",False
"@miragenos @pomegrana_te Like, bro, I want you to be the better version of you, who is still whatever type of anarchist you are but doesn’t sound so corny about it.",True
@nanayawsuspence And it's made you who you are today 😎,True
"@XxcrayzeezxX @Fredderikkk @pastajoe5 @WGRZ They are also short staffed because of a global pandemic and scared boys like you who are rushing to the hospital once your tough guy attitude goes away, and you beg for your life.",True
@zealprecious1 @OgbeniDipo Nigerians go reply you who be your mate do you no my age,True
"You brood of vipers, how can you who are evil say anything good? ...I am not concerned that I am not known, I seek to be worthy to be known.",True
"@Tyler_Polumbus Media jerks just like to go hyper negative.   Or they're just hyper stupid.   Chubb is a bad ass baller who has had some bad luck with injuries.   Teddy plays  two good games and media jerks are asking ""Aaron who?""   Give it some time.  Both players will show you who they are.",True
"#Quran 

O you #people ! You #recite this #Verse O you who believe! Take care of yr ownselves. If yu follow the (right) guidance [&amp; enjoin what is right ( #Islamic #Monotheism ) &amp; forbid what is wrong (polytheism] no hurt can come to you from those who are in error
 5:105
#Allah",True
"@22_Gilly @GentlemanSparky @MsSweetTD @HJoyceGender @EyeEdinburgh Someone like you who believes our ""gender identity"" trumps our biological sex.",True
"It was you who said goodbye
Still, tears run down on your cheeks
If you are going to erase memories of yesterday like this,
that's enough. Just show me your smile",True
"@TRUExDEMON Too bad, It was you who gave me the tip on $BBIG and made a butt load on $SPRT but you were not the reason I created either of my positions and I the fact you exited yours, makes no impact on my decision. I know it sounds ungrateful, but I am not. TY.  Mental health comes first.",True
"@paykhar You can tweet whatever you want, its not the people, its you who is scared of backlash",True
@norytter like you who took this pics,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year fxirykarl 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/dbt6ALbI1L https://t.co/ZMaSLSz3ph",True
"@ErenAndTsuyu @Meh_Idk_Anymore @Aryan96143564 Be grateful it was me who told you who he is... you would not want to hear it from a random a$$hole,cuz he would make a bad joke.",True
@cardinalrlburke @GuadalupeShrine Your gratitude to God and all that work in the healthcare industry could have gone to protecting those who are exhausted from caring for people like you who refuse to be vaccinated.  Perhaps this is God’s smite to you being a racist individual.,True
"@NotTheExpertYT I feel as though your content has always been entertaining no matter what that exact content was. And to be honest, I feel as though it was the CONTENT that was entertaining, but it was you who kept it like that. Don’t feel as though you have to upload just to meet quotes",True
"@torrHL @hoogemoogende @heydavidbailey @ezraklein The original point of this thread was to blame golf. My apologies, it wasn't you who stated it.",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year ItsTayuki 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/kVUEeybAMc https://t.co/xdzyjqJw29",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year DaRealSmolToon 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/GRcVvhHizH https://t.co/FWXpKGAx3J",True
"@BobalosRex @Aaron53487329 @EveBlackwood69 @The_Statesmen1 @Wowhead this is the kind of nonsense you get with ""government intervention"". you get blizzard giving lip-service to people like you who seem to think it's acceptable progress when really all they're doing is making laughable changes to things literally no one took offense to",True
"@itesotdude If people like you who were among the planters forget, now who will tell  my grand kids 😓😓",True
"i waited for you, but i never told you where i was. it was you who taught me how to write these kinds of equations.",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year pyro_demons 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/w77Kd79K6N https://t.co/tI5IH7G3mK",True
"When a mate mistreats, he is exposing his lack of Self worth. You take this personally and think it is you who lacks worth. And that is how the cycle perpetuates itself. Instead, approach the matter with a sound Mind and a willingness to solve the problem. Now enjoy your miracle!",True
"@jeffdekal @JSwayArt doesn't help this presumption; you seem to be ignoring people who respectfully point out why they don't like your choice, making it look like you're being purposefully obtuse.
True, you made one choice in a series of millions that make you who you are, but each choice says",True
"@chrischirp @davidmichaelbr I think we can do better: each kid in an airtight container... The ""bordeline criminals"" are scientists like you who are still pushing for eradication of the virus... you lost, that'a all. There is a vaccine to protect vulnerable  people,  give kids and young people a break...",True
"@KFool234 You can’t just tell people to “buck up” because they don’t conform to your emotional bar.

Really sucks to have edgy gamers like you, who think they’ve got life figured out and telling people what to do, representing us. Tsk tsk",True
@Munyayiwashe @hwendec Empty is you who thinks hashtags on twitter aren't important. Do with twitter what is important and leave him to do what he sees important. Geri-t?,True
@Moo4free was it you who said we needed some Spike Milligan? https://t.co/7FfBswuP5g,True
@rhu777 @BBCchrismclaug Boof….. says you who is all over this. Nice move Mensa. 😵‍💫,True
"@EthTechUSA @aalekaa @alanalevinson Just have to leave how much it’s struck me, you who seem to care about how fellow women treat eachother call my explaining my stance “nastiness”. Also next time you might want to hashtag it right #internalizedmisogyny but go off I guess while you practice it yourself.",True
@JakeAndHoops Nahh you trippin Bc if I ask you who would you trust to take the shot to tie up the game Out of the 3 you taking Klay no doubt stop the cap but FAR better??? Cmon man what you had to drink I need sum of that😂😭 I could say maybe a bit but FAR the disrespect is real for Klay,True
"@RetiredBarca @BayernLM10 It's you who's making a fool of yourself. Those stats are for the calendar year 2016, not for the 15/16 season.

Learn to read first before jumping the fake stats wagon",False
"Can't stand morons like you who can't get to the damned point! Basically you're saying, 'we wanna cause trouble, be our pal!' What a joke! I've always admired All Might's triumphs. No matter what any of you jerks say... Nothing's ever gonna change that! (Katsuki Bakugo)",False
"Come to me, all you who are weary and burdened, and I will give you rest
Take my yoke upon you and learn from me for I am gentle and humble in heart, and you you find rest for your soul.For my yoke is easy and my burden is light.Mathew11:28-30 #RaptureIsNear",True
Hello! A BIG thank you to those of you who have completed our survey so far - very useful responses - however we had some technical issues with the survey yesterday - we are pleased to announce it is now open for responses again; so have your say! https://t.co/0CmoX7HltA,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year ting_tingball 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/uluvmFjlXb https://t.co/41F9jBig3a",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year dayeongatita 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/x5esOnwBvD https://t.co/e9YA0J8RfA",True
"@PatatasSmall @GoodTexture @Tr0llyTr0llFace No, I have heard dozens like you who claim crypto folks say it, but never actually heard it",True
"Interesting watching all the trolls come out to  argue on my very innocuous tweet. Tells you who they are. Behind sweet persona lies controlled op.
https://t.co/lBTyJ5RyCg",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Taesweeties_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/t9Pe1xbqgc https://t.co/IFiC74hOEP",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year taefltrz 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/DWntm6BtbX https://t.co/biBs3xxNdR",True
"When someone tells you who they are, listen. 
The CPC locked its MPs and candidates out of its central voter database, an attempt by O’Toole to protect his leadership and deny them access. 
What a major fuckwad. #CPC #Canada https://t.co/wRD6H3ctzP",True
"@realTuckFrumper Why would anyone vote for someone that is so ignorant, that they cannot even tell you who the current president is?",True
@intheweeeds as a younger swiftie i agree with you tbh. you all are the ogs and i respect all of you who have been long time taylor stans🧎‍♀️👑,True
"@whetherhead5 Be wise with your allies, and always believe someone when they tell you who they fight for.

BLM is just looking after BLM.",True
"@luvyouneighbor @johnpavlovitz And thanks for completely avoiding the point: the belief 'homosexuality is sin' is evil, it produces murder.  And people like you who teach that belief, are false teachers.",True
"@SenSanders Whoa. Let’s start with the insurance companies before we go after pharma. Actually, let’s start with politicians like you who can’t or won’t reform our shitty system.",False
"@laurenboebert Congresswoman Omar came here as a child, not her choice, but she is an American citizen and actually does her job, unlike you, who thinks hate tweeting and photo ops are what WE pay you to do 24/7.",True
"For all of you who gossip about me: Thanks for making me the center of your world.

#HappyBirthdayRahulVaidya",True
"Those of you who have written books, how did you successfully find time? I think I'm almost ready for mine.",True
@KingWilliams_13 I meant to ask you who did your Tatt.,True
"✨ Stolen Kiss

miaxhd would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/DbyHVlTAsy https://t.co/Fi7b53yQMI",True
@big_business_ He added this part just for mfs like you who obviously fell for the bells and whistles https://t.co/abaHKWG1IT,True
"I want to approach life in a different way,i want to love and value myself more✨Take each day at a time and focus on my dreams and aspirations 🌸because this life it’s only you who has the control over it🪐🪐",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year 17_rain_17 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/bYcsfougx9 https://t.co/lP38rX3oP8",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/beQ0QbX8MS https://t.co/WKnwG4Cmpf",True
@IanLucas0408 @AdamMacVicar @GlobalCalgary @kenney People like you who are blindly complying with everything are prolonging this insanity.,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year DiegoMonty_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/FsvyPnus7s https://t.co/40JK3hVUn4",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year 2cool4hsk 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/K6uoylRLo5 https://t.co/3JmLRfrheg",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year taefilx 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/acwSyA7ctn https://t.co/8mr9gObP4X",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/beQ0QbX8MS https://t.co/W3ayfMv3zE",True
For those of you who’ve had lasik where did you go &amp; how much? (Texas or New Mex),False
"@elenasdecker @xallconnectedx Melissa is a kind person, we can all agree on that right? So do you think she would be more approving of @xallconnectedx who was only trying to be sympathetic and wish her well or you who tried to tear down a fellow Mel fan? I think you can make a logical guess. I don’t (1/2)",True
@UnafraidT @mama_sweetums @1LogicalMan you who think the election was stolen..,True
@WorldInAGirl1 @PETEPETEPETERR @michaelfowler08 @mrpford @theage You don’t get that you are being groomed by white supremacist groups.  I kinda know what tradies are about. My dad is a builder. A real tradie would understand the significance of the West Gate and never dance on it. It’s you who needs to wake up,True
"@K_Birkwood Thanks!!
I swear it’s people like you that make the world a better place everyday. It’s people like you who keep the world from falling apart, so a lot of respect to you :)",True
@defjam i just TOLD you who i thought i am. a GOD.,True
"@samanthamarika1 For those of you who think Ivermectin is just “horse wormer”, please educate yourselves. https://t.co/jP4izfCbGw",True
"How book identifies fans: It should be easy enough and unique enough that a hashtag or search term on social media, Google alerts and blog dragging  shows you who the fans are.

#AskPublisher #WriteTip #BookMarketing &gt;&gt;",True
"Update: Still not done but wow, what a vile response. One thing is pretty clear: Those in sin whose hearts are hardened will definitely try to bully you who call them out by twisting Scripture and using theology as a weapon to fit their evil. https://t.co/MkFEnXZiso",True
"The thing is, people like you who veil insults with well written grammer and see no wrong with our owners, and the d*umb FSG outers that see no positivity are two different sides of the same coin. https://t.co/mT9DhFzGnb",True
"so annoying! dancing with you who gave me a 'hello' making me spinning, spinning",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year FISVCH 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/AIjmPxXZZS https://t.co/ay2NYWGJkS",True
"@nauxvember iOS 15, it tells you who is on DND",True
"O great malignant, reveal thyself.

Cease illusion from your cocoon of deceit,
Show your unsightly face of torturous mind maggots.
Show your lethal visage of self made projections.
Show me the you who is not veiled.

Reveal to me what i am.",True
"@SteveDaines @JoeBiden I don't see ANY weakness. He is facing an uphill battle with trumplicans like you who spend their time undermining him rather than working WITH him to heal this country from 4 years of disaster from the last President.  Quit bashing him, get off Twitter and work WITH him!",True
Thank you to those of you who have expressed interest in adopting Peppers in TN.  He has developed a slight limp and his foster mom is going to have him checked out so we can ensure he’s feeling his best.  We will pause application reviews for now and keep you posted. https://t.co/McRBbyuNaw,True
"@BluesRagdoll @FrankFigliuzzi1 I grow my own herbs and shop local growers for veggies but have been in food service for years. Buying Organic is too costly for a restaurant to use. GM or VLP Veggies are not going to be consumed by the masses because of cost effectiveness. Besides me &amp; you, who else cooks?",True
@MrRedaddy @MasterofLightKH @HMKilla I'm really glad it isn't up to you who gets in smash because your tastes sound incredibly boring.,True
"10.  There will always be some jerk in your way.
Don’t let them take your light away.

It’s you who have final say not them.",True
"@CovKid75 @LeytonTim @russellcrowe In the U.K., the unvaccinated, like every one else, have ALREADY PAID FOR THEIR TREATMENT, so if they need it, they DESERVE TO HAVE IT.  The problem here is people like you who promote division.",True
"Once again, thank you so much to those of you who have snagged a spot, and to those still waiting on there's they'll be done soon, I'm tackling them in order!",True
@Tom_Jorgensen I almost sent this to you before I realized it was you who posted it,True
"@WrittenByHanna You….you are from the south! My southern sister, who did this to you? Who taught you to hate the lemonade that quenched the thirst of our ancestors? Who taught you this hate?!!!!!",True
When @SenatorCollins shows you who she is believe it. She will not protect women’s reproductive rights. https://t.co/FoferVgRAS,True
"Unlike you who's got a carefree life, I'm desperately trying to live up to that damn old man's expectations everyday!",False
@normsworld I don't believe victims because they are victims. I believe the evidence. People like you who just blindly believe the victim are the problem. Maybe you don't deserve to serve as an MP.,True
"@RAbdiAnalyst For those of you who are blocked by the gentleman, this is the narrative that @RAbdiAnalyst is negating. I do agree with Abdi because Ethno-Nationalism in a multi-ethnicity nation would only lead 2 barbarism &amp; ethnic cleansing. https://t.co/8F7PipY8hx",True
"@SinonSupremacy What the hell are you talking about, honey? I didn't say a single swear word, unlike you, who found insults in the smiley 🤡. You don't want to waste your time on me, but you devoted two posts to me👏🏻 Do you have bipolar disorder too?🤔",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year YUTOYOTU 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/tTwgkr2Qyj https://t.co/gpDUB8XloG",True
"@FloofiFuzzi @oinionboi1 @KhanWolf7 Well idc! It’s you who wants to prove it! You figure it out, bottom",True
@peacockTV @ddlovato Are there people around you who don’t believe in aliens and things like that ?,False
"@uhaveagr8day @DawnMar45506877 @Outofbeltway @The_Vickster2 They did a podcast at work about people like you, who double down on their beliefs despite the science &amp; proof. You guys all die without getting the vaccine. You’re that committed to not having to admit you were wrong. Pride is a sin, too, ya know.",True
"@n3ro @LPTexas Imagining thinking the govt telling you who can and can't enter your property is ""private property ownership""",True
"@kenyadad12 Thats the thing, she hasn't. If someone tells you who they are believe them.",True
@tingedfringe Would seem that to you who hasn’t the first idea of what it takes to have a chance of winning an election,False
For all you who claim to be Christians and are not getting vaccinated or wearing a mask! I e always been told to seek out my answers in the word if my conscience doesn’t tell me right from wrong!I d like to re share this with you!❤️#GetVaccinated #WearAMask it is WJWD! https://t.co/JtjXAzjmDV,True
okayy who you who you rollin wit ? 😂 https://t.co/buNd3GDfn2,True
@Jack4NJ Somerset county the third wealthiest county in New Jersey the 8th wealthiest county in the United States where a person's from generally tells you who they will govern for,True
/!!?\  Kah! Rendering You Multiple Equlibriums QAH Induce €$€$ =0= Rise Oh heavens .. Rise Oh ye with the guilted name of PAH ..RISE and give guidance in the form of RAH ..Rise and yield you son of heavnes .. you who was born with out ..you who never belonged .. 13,True
"@estarianne @HoldMyFcknBeer @WHEC_JLewke @news10nbc For those of you who are for this, why do you think it's ok for a convicted criminal who was released early based on their agreement to certain conditions (&amp; certain penalties for breaking them), &amp; then breaks those conditions, should not face the consequence of being sent back?",True
"@LepapillonBlu You protect you, who cares what others think!!!",True
@jimmydaniels94 He is abysmal. I honestly don’t know any fan other than you who rates him,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year woszy 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/izlBBLa40I https://t.co/xd0l5s7xGx",True
"✨ Stolen Kiss

SLVTTAN would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/llDPeQ5vSy https://t.co/RBEacsumid",True
"@redhead_ordead I made this account to flirt uncontrollably… but then I met people like you who brought out the real me. Weird how that works, huh? @radiobigcat",True
@drobwlldiad @Eve5810 When a fascist tells shows you who they are you should believe them.,True
And the node tree for those of you who are into that kind of stuff #Blender3d https://t.co/SBtAGaZPvJ,True
"The Lord is speaking boldly and warning of the accountability that will pour out over the church, and it will be harsh.

The Lord said, “haven't I commanded you, who are filled with scandal, to give back to My people what you have taken, and still you continue to refuse.”",True
"O you who have believed, do not ask about things which, if they are shown to you, will distress you. #Islam",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year jeonginhyunIN 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/Bmihgg386s https://t.co/p9ZZ49Yq3p",True
"@DaudaSuallah1 Look within yourself because God is ALWAYS with you, so it's likely you who has created the distance from God.",True
[redacted] just lied about dropping one of the best bodies of work this year now the tweet is not loading lol no donʼt let them get to you who cares if itʼs a lie as long as itʼs the truth for the ppl who matter right?,True
"For you who was born on #september23.
Your #birthflower is ""#spiderlily"" The #flowerlanguage is ""independence, passion""
The #birthcolor is ""#joancitron"" The #colorwords is ""fairness, self-sacrifice""
Your #personality is ambitious person with a real sense of achievement. https://t.co/gcs0oYar9c",True
"The current generation is being slow to obey the LORD thinking that  Rapture is a joke.

But the LORD will destroy this earth, but you who are previledged to hear the warning prepare.
Built your ark of righteousness now and be ready for the rapture
#RaptureIsNear",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Taesweeties_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/t9Pe1xbqgc https://t.co/KWLXDWaaUl",True
@abaatess I love you who do I need to fight (ง'̀-'́)ง,True
"@PowerUSAID @UN Where does ur AIDS going? #TPLFTerroristGroup is consuming the food you are sending them. How about the rest of Ethiopia eating. Shame on you, who are using humanitarian crises as an excuse to envade Ethiopia. Take a lesson from Libya and Afganistan!!",True
"Hive mind, those of you who know soccer better than I do (specifically high school soccer). When a player isn't on the field, where are they? On a bench? Standing? Doing what? My WIP and I thank you in advance 😘",True
@Gopgirl719 Same but it’s people like you who I love ❤️,True
"OK. If you want me to knock some sense into you, who am I to say no?",True
"@signless_one &gt; You nestle in his lap, which was a weird thing given how it was you who used to tease him for being the short one. You're a little envious at his new brawn and height, even his horns aren't that nubby.

""Do not remind me. We cannot seem to catch a 8r8k, can we?""",True
People hating on Cole rn just goes to show you who wasn’t raised on real hip pop 💯,False
"@PenFarthing  True Hero then &amp; now  Enough is enough Ben Wallace it is you who is the villain, it is you who kept banging on about pets despite being corrected time and time again. I gave my money freely knowing exactly what it would go towards do not insult me and everyone else https://t.co/TmvmVV51od",True
"@Morrascool_yt Tbh, it's the folks like you who feel the act of being vaccinated (an act that has gone on since 1796) is now magically bad for us that are ruining things. Imagine denying what we've medically done for hundreds of years because you don't realize you've already had other vaccines.",True
@fearlesslykels aw thank you 🥺 it’s an emotional but rewarding path to go down. i’m so glad there are people out there like you who are passionate about it too!!,True
"The political arm of ETA demanding to outlaw a constitutionalist party
 Trying it, the same they make it illegal for you who smell of blood, from your hands.
 #FirstVOX.  https://t.co/IPI2p3MYrD https://t.co/8ngD9vgugN",True
@sugarrosies @allkpop Just like you who read and waste your time commenting,True
"@benjaminpacini @th3m1lesm0rales @AlejandroDeGr8 Then don't criticize or condemn the lions around you, who are also working hard to protect you, who are willing to get in the mud and grime and filth of combat to keep the lambs safer.",True
"@fordnation You already dropped the ball several times throughout the Pandemic and you, who does not live in a glass house, should be the one held accountable for the deaths you caused… We will be watching you!",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year lvtodrew 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/bx53yQjsNh https://t.co/y7ChdJTf9g",True
"if you hate what i like it’s not me who has to change,it’s you who should stay away from me and keep your opinions for yourself 
thank you for understanding and get out of my sight",True
Y'all the NYC vegan queso is BAD (and I like vegan food!) For those of you who've praised it I can no longer trust you.,False
"@SmuglyPercy ""Which, I'm guessing will also be a clue to you who I am.""",True
"@Phoenix_Timber @WhatPolitics @tradatheist @CTVNews Says you who knows nothing about treatment of low O2! Like you said you are not a Doctor! Your medical knowledge is severely lacking. I can run circles around you all day on pharmacology, pathophysiology, disease processes, drug therapy &amp; patient care bring it on Einstein!",True
"@Max_Pete @stefanpalios @mattlady @discolearn Yes totally agree. Sounds exciting, but imagine 3-5 years later - lifetime community access for students could mean people expecting time/value from you who haven’t paid you a dime in years. Fundamentally unsustainable IMO.",False
"@jenhab How is this news???
""When a person shows you who they are, believe them....the 1st time.""
We know exactly who @SenSusanCollins is. 
And who she is not.

Vote accordingly.",True
"I think anything you filled in for, it would be fun. Because it would be you who would be filling in. https://t.co/7LJ6xnJHJA",True
"It is you who light my lamp; the Lord, my God, lights up my darkness.
Bible - Psalm 18:28",True
@SatNSeltzersPod If a movie was to be made about you who would you pick to play each of you?,True
"Just seeing all of this now &amp; honestly the tears I've got hearing him trying to hold himself together with his speech. 
WE DO LOVE YOU &amp; BELIEVE YOU,always. 
Thank you who ever said that?
""I believe me too"" what a perfect response. https://t.co/sYs6HTsipO",True
"“When someone shows you who they are, believe them the first time” (Attributed to Maya Angelou). #Brett #Collins #Kavanaugh #Law #Maine #Roe #Settled #Susan #Wade     https://t.co/YEF0hiOfnx",True
"@readingtherunes Oh wretched man that I am.  Even prophets feel that way from time to time. 

Remember, if Christ will forgive you, who are you to say otherwise?",True
@Kinggod23 I'm getting the impression that you're learning about these events as I talk to you and implore you who actually look into the issue with the benefit of the doubt instead of postulating and changing your points based off of information I provide that can easily be wrong.,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year akumalinoone 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/ONFJzzOmhG https://t.co/WazSDbBcjO",True
@RCFOX4KC Oh. Then by all means throw water on people below who have bought a ticket? Unlike you who was GIVEN a suite?,True
"When @SenatorCollins shows you who she is, it isnt pretty but believe her https://t.co/vd8hJ5Er6O",True
"@berndj @OpportunityZoo @RefilWest @Our_DA @CityofCT Well congrats to you, who cares I certaintly dont care what you believe. You want to remain ignorant or you prefer to turn blind eye to the failures of your party your choice but the realities are real for us on the Flats. https://t.co/hVCw6zZ6LQ",True
@davechensky I’m assuming it’s not you who featured in the new #WHATIF …?? Just another Dave Chen,True
"@callahanishere I fucking knew it would be you who posted this Call, it’s one of the most depressing episodes of the show. That and the Rabies episode.",True
@ancientboar @ICapitalism1 @TheEndIsNear66 You lied about something someone said. How is it not you who tried to fight a strawman? Unless you unironically think that all respiratory illnesses are covid but I'm gonna give your intelligence the benefit of the doubt on that one and just say you are a liar.,True
"Getting your #COVID19 vaccine isn’t just about keeping you healthy; it’s also about protecting everyone around you who could become very sick from COVID-19. ⁠
⁠
Get your vaccine: https://t.co/Jl3mSU5hBv  https://t.co/Mn5DR4FYwL",True
"@clapifyoulikeme Advocate I think. The really scary thing was that this was a printout that said the bar in bar association stood for British accreditation registry, and if you  wanted to protect your rights you had to have someone represent you who was not admitted to the bar",True
@ksorbs the enemy of the people are false Christians like you who spread nothing but hate and falsehoods I thought god and Jesus taught about love and compassion looks like you and yours skipped those verses https://t.co/w2vGnJNq2F,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year kylebcmp 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/HFvqDqoSQn https://t.co/EJh9E2mKOV",True
"@PaulMartino79 @MikeKBerg Guns won't kill out of their own. It's you who's the killer.

It's a tool, so is a hammer and a hammer can kill you to.

Never seen a gun getting up and kill someone.

Always a human.",False
@ksorbs No. People like you who would rather promote easily disproven nonsense that confirms and uphold your biases and prejudices are the enemy of the people.,True
"United fans for you who else do we blame 😇.. 

They have to pour their frustration on Martial https://t.co/1XA9O0wpGI",True
"Be with someone who won’t stay mad at you, who can’t stand not talking to you, and who’s afraid of losing you.",False
@Robkanecomedian It is people like you who restore my faith in humanity. x,True
"Pause you who read this, and think for a moment of the long chain of iron or gold, of thorns or flowers, that never would have bound you, but for the formation of the first link on one memorable day.

Great Expectations - Charles Dickens 1861",True
"✨ Stolen Kiss

jogasuapotranca would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/wfNCKQHOZI https://t.co/NC6PonOjid",True
"@HughMunro15 @johnsharr69 @PaulEmbery It seems like that to you who lived in an anecdotal experience, and I can forgive you for that, but it is historical economic reality that will be remembered.",True
@HapChap76 Says you who has Cloud!! 👑,True
"@Wessex_Gent @loicl @Andy_J_Crawford @kitty_donaldson @ElizLanders As i said it’s diesel-electric… the electric part is almost silent, unlike doughballs like you who embarrass themselves",True
"Privacy will help you stay focused and advance in life. 

There are people around you who don’t want you to succeed. 

Keep some secrets from you. It will save you from troubles.",False
"@luvyouneighbor @julieakincaid @johnpavlovitz ""Please stop playing games with such important topics.""

Nice sin.  And I didn't just 'just' anyone.  But in this age, it is conservatives who are actively endangering most of society, not just over Covid.

So it is you who should stop playing games.",True
@Just_ThembiD Lol the worst. Especially for you who doesn’t eat 👀,False
@laurenboebert Not all people are miserable mean girls like you who never grew up!,True
@Nona78904622 @GovKathyHochul @HealthNYGov Clearly u r brainwashed by right wingers. U think COVID is a joke.Let’s see how things turn out for irresponsible selfish people like you who don’t get vaxxed. I guess the people who didn’t get vaxxed&amp;begged for it as they were put on ventilators realized to late it is not a joke,False
"@UltimateAnimatr ""Eh. Whatevs. If people wanna vote for a murderer that's fine! Just shows you who has morals~!"" https://t.co/wDyvBGasvE",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year javrawr 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/U7raPwfn3C https://t.co/1bOKoN4k10",True
being on the (almost) same time zone as bts is mad stressful bless you who did this before,True
"@MollyJongFast Dear Maine Democrats,
You should have pushed for an election audit in 2020.
When someone tells you who they are, believe them.",True
@Lclimateguy Also latest foliage report shows leaves 2 weeks behind..unlike you who knows nothing about leaves....low color change happens about 30 to 35 days before peak hits...aka this week should of started low color change yet we are as green as mid July. Leaves to be 2 weeks late.,True
"Apologies to those of you who had to reach for the sick bag 🤮 after I shared the image of the WEF frontman earlier. And sorry if you have nightmares tonight! 
Sweet dreams all",True
"@GACKTed considering i knew about that post before i ever knew you existed or that it was you who did that

yeah",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Kurigamesalot 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/C5TDxvZZr2 https://t.co/ESE7oCdEYh",True
